Link,FileName
https://www.upes.ac.in/school-of-advanced-engineering/btech-engineering/aerospace-engineering,www.upes.ac.in_school-of-advanced-engineering_btech-engineering_aerospace-engineering.txt
https://www.upes.ac.in/school-of-computer-science/phd-cse,www.upes.ac.in_school-of-computer-science_phd-cse.txt
https://www.upes.ac.in/school-of-computer-science,www.upes.ac.in_school-of-computer-science.txt
https://www.upes.ac.in/blog/law/how-moot-court-competitions-help-students-to-become-successful-lawyers,www.upes.ac.in_blog_law_how-moot-court-competitions-help-students-to-become-successful-lawyers.txt
https://www.upes.ac.in/school-of-health-sciences-and-technology/bsc-health-sciences/clinical-research-clinical-pharmacokinetics,www.upes.ac.in_school-of-health-sciences-and-technology_bsc-health-sciences_clinical-research-clinical-pharmacokinetics.txt
https://www.upes.ac.in/school-of-advanced-engineering/bsc-hons/chemistry-industrial-chemistry,www.upes.ac.in_school-of-advanced-engineering_bsc-hons_chemistry-industrial-chemistry.txt
https://www.upes.ac.in/school-of-computer-science/bsc-computer-science/cyber-security-and-forensics,www.upes.ac.in_school-of-computer-science_bsc-computer-science_cyber-security-and-forensics.txt
https://www.upes.ac.in/blog/entrepreneurship/a-upes-students-quest-to-make-periods-pain-free-for-women,www.upes.ac.in_blog_entrepreneurship_a-upes-students-quest-to-make-periods-pain-free-for-women.txt
https://www.upes.ac.in/blog/health-sciences-technology/strategies-to-combat-the-economic-burden-of-cancer,www.upes.ac.in_blog_health-sciences-technology_strategies-to-combat-the-economic-burden-of-cancer.txt
https://www.upes.ac.in/faculty/school-of-design/shirley-bhatnagar,www.upes.ac.in_faculty_school-of-design_shirley-bhatnagar.txt
https://www.upes.ac.in/blog/upes-star/upes-provided-opportunities-for-holistic-development-proud-to-join-the-indian-army,www.upes.ac.in_blog_upes-star_upes-provided-opportunities-for-holistic-development-proud-to-join-the-indian-army.txt
https://www.upes.ac.in/faculty/school-of-advanced-engineering/applied-science/susmay-nandi,www.upes.ac.in_faculty_school-of-advanced-engineering_applied-science_susmay-nandi.txt
https://www.upes.ac.in/advisory-board/shivam-khullar,www.upes.ac.in_advisory-board_shivam-khullar.txt
https://www.upes.ac.in/blog/life-at-campus/upes-alumni-reminisce-their-college-day,www.upes.ac.in_blog_life-at-campus_upes-alumni-reminisce-their-college-day.txt
https://www.upes.ac.in/faculty/school-of-advanced-engineering/energy/pankaj-kumar-srivastava,www.upes.ac.in_faculty_school-of-advanced-engineering_energy_pankaj-kumar-srivastava.txt
https://www.upes.ac.in/school-of-advanced-engineering/btech-engineering/electronics-and-computer-engineering-microelectronics,www.upes.ac.in_school-of-advanced-engineering_btech-engineering_electronics-and-computer-engineering-microelectronics.txt
https://www.upes.ac.in/school-of-health-sciences-and-technology/btech-health-sciences,www.upes.ac.in_school-of-health-sciences-and-technology_btech-health-sciences.txt
https://www.upes.ac.in/blog/academic-excellence/upes-law-students-to-gain-industry-insights-from-professors-of-practice,www.upes.ac.in_blog_academic-excellence_upes-law-students-to-gain-industry-insights-from-professors-of-practice.txt
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/soumya-gupta,www.upes.ac.in_faculty_school-of-health-sciences-and-technology_soumya-gupta.txt
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/dr-ramendra-pati-pandey,www.upes.ac.in_faculty_school-of-health-sciences-and-technology_dr-ramendra-pati-pandey.txt
https://www.upes.ac.in/student-outcomes,www.upes.ac.in_student-outcomes.txt
https://www.upes.ac.in/school-of-advanced-engineering/bsc-hons/geology-geoinformatics,www.upes.ac.in_school-of-advanced-engineering_bsc-hons_geology-geoinformatics.txt
https://www.upes.ac.in/school-of-health-sciences-and-technology/btech-health-sciences/biotechnology-pharmaceutical-biotechnology,www.upes.ac.in_school-of-health-sciences-and-technology_btech-health-sciences_biotechnology-pharmaceutical-biotechnology.txt
https://www.upes.ac.in/alumni-achievements/parminder-singh-sethi,www.upes.ac.in_alumni-achievements_parminder-singh-sethi.txt
https://www.upes.ac.in/news-and-press-release/upes-announces-new-centre-of-excellence-for-ai-plans-to-invest-inr-50-crores-to-support-cutting-edge-research,www.upes.ac.in_news-and-press-release_upes-announces-new-centre-of-excellence-for-ai-plans-to-invest-inr-50-crores-to-support-cutting-edge-research.txt
https://www.upes.ac.in/faculty/school-of-advanced-engineering/energy/dr-nirlipta-priyadarshini-nayak,www.upes.ac.in_faculty_school-of-advanced-engineering_energy_dr-nirlipta-priyadarshini-nayak.txt
https://www.upes.ac.in/school-of-design,www.upes.ac.in_school-of-design.txt
